CenterCam15_35_30_469.jpg,0,1
CenterCam15_35_30_500.jpg,0,1
CenterCam15_35_30_534.jpg,0,1
CenterCam15_35_30_564.jpg,0,1
CenterCam15_35_30_598.jpg,0,1
CenterCam15_35_30_629.jpg,0,1
CenterCam15_35_30_662.jpg,0,1
CenterCam15_35_30_695.jpg,0,1
CenterCam15_35_30_747.jpg,0,1
CenterCam15_35_30_784.jpg,0,1
CenterCam15_35_30_807.jpg,0,1
CenterCam15_35_30_824.jpg,0,1
CenterCam15_35_30_868.jpg,0,1
CenterCam15_35_30_900.jpg,0,1
CenterCam15_35_30_932.jpg,0,1
CenterCam15_35_30_967.jpg,0,1
CenterCam15_35_31_005.jpg,0,1
CenterCam15_35_31_045.jpg,0,1
CenterCam15_35_31_069.jpg,0,1
CenterCam15_35_31_092.jpg,0,1
CenterCam15_35_31_125.jpg,0,1
CenterCam15_35_31_156.jpg,0,1
CenterCam15_35_31_188.jpg,0,1
CenterCam15_35_31_220.jpg,0,1
CenterCam15_35_31_269.jpg,0,1
CenterCam15_35_31_299.jpg,0,1
CenterCam15_35_31_332.jpg,0,1
CenterCam15_35_31_364.jpg,0,1
CenterCam15_35_31_394.jpg,0,1
CenterCam15_35_31_426.jpg,0,1
CenterCam15_35_31_462.jpg,0,1
CenterCam15_35_31_491.jpg,0,1
CenterCam15_35_31_524.jpg,0,1
CenterCam15_35_31_556.jpg,0,1
CenterCam15_35_31_587.jpg,0,1
CenterCam15_35_31_622.jpg,0,1
CenterCam15_35_31_668.jpg,0,1
CenterCam15_35_31_702.jpg,0,1
CenterCam15_35_31_732.jpg,0,1
CenterCam15_35_31_765.jpg,0,1
CenterCam15_35_31_796.jpg,0,1
CenterCam15_35_31_829.jpg,0,1
CenterCam15_35_31_861.jpg,0,1
CenterCam15_35_31_892.jpg,0,1
CenterCam15_35_31_924.jpg,0,1
CenterCam15_35_31_956.jpg,0,1
CenterCam15_35_31_989.jpg,0,1
CenterCam15_35_32_021.jpg,0,1
CenterCam15_35_32_068.jpg,0,1
CenterCam15_35_32_100.jpg,0,1
CenterCam15_35_32_131.jpg,0,1
CenterCam15_35_32_164.jpg,0,1
CenterCam15_35_32_199.jpg,0,1
CenterCam15_35_32_229.jpg,0,1
CenterCam15_35_32_261.jpg,0,1
CenterCam15_35_32_311.jpg,0,1
